Misspelt             Predicted            Correct              Match
m8s                  dr                   mates                N      
m8s                  ds                   mates                N      
m8s                  dt                   mates                N      
m8s                  du                   mates                N      
m8s                  dx                   mates                N      
m8s                  dy                   mates                N      
m8s                  dz                   mates                N      
m8s                  e                    mates                N      
m8s                  ea                   mates                N      
m8s                  eb                   mates                N      
m8s                  ec                   mates                N      
m8s                  ed                   mates                N      
m8s                  ee                   mates                N      
m8s                  ef                   mates                N      
m8s                  eg                   mates                N      
m8s                  eh                   mates                N      
m8s                  el                   mates                N      
m8s                  em                   mates                N      
m8s                  en                   mates                N      
m8s                  eo                   mates                N      
m8s                  ep                   mates                N      
m8s                  eq                   mates                N      
m8s                  er                   mates                N      
m8s                  es                   mates                N      
m8s                  et                   mates                N      
m8s                  eu                   mates                N      
m8s                  ev                   mates                N      
m8s                  ew                   mates                N      
m8s                  ex                   mates                N      
m8s                  ey                   mates                N      
m8s                  f                    mates                N      
m8s                  fa                   mates                N      
m8s                  fb                   mates                N      
m8s                  fc                   mates                N      
m8s                  fe                   mates                N      
m8s                  ff                   mates                N      
m8s                  fg                   mates                N      
m8s                  fi                   mates                N      
m8s                  fl                   mates                N      
m8s                  fm                   mates                N      
m8s                  fn                   mates                N      
m8s                  fo                   mates                N      
m8s                  fp                   mates                N      
m8s                  fr                   mates                N      
m8s                  fs                   mates                N      
m8s                  ft                   mates                N      
m8s                  fu                   mates                N      
m8s                  fv                   mates                N      
m8s                  fw                   mates                N      
m8s                  fx                   mates                N      
m8s                  fy                   mates                N      
m8s                  fz                   mates                N      
m8s                  g                    mates                N      
m8s                  ga                   mates                N      
m8s                  gb                   mates                N      
m8s                  gd                   mates                N      
m8s                  ge                   mates                N      
m8s                  gi                   mates                N      
m8s                  gl                   mates                N      
m8s                  gm                   mates                N      
m8s                  gn                   mates                N      
m8s                  go                   mates                N      
m8s                  gp                   mates                N      
m8s                  gr                   mates                N      
m8s                  gs                   mates                N      
m8s                  gt                   mates                N      
m8s                  gu                   mates                N      
m8s                  gv                   mates                N      
m8s                  gw                   mates                N      
m8s                  h                    mates                N      
m8s                  ha                   mates                N      
m8s                  hb                   mates                N      
m8s                  hd                   mates                N      
m8s                  he                   mates                N      
m8s                  hf                   mates                N      
m8s                  hg                   mates                N      
m8s                  hi                   mates                N      
m8s                  hl                   mates                N      
m8s                  hm                   mates                N      
m8s                  ho                   mates                N      
m8s                  hp                   mates                N      
m8s                  hq                   mates                N      
m8s                  hr                   mates                N      
m8s                  hs                   mates                N      
m8s                  ht                   mates                N      
m8s                  hu                   mates                N      
m8s                  hv                   mates                N      
m8s                  hw                   mates                N      
m8s                  hy                   mates                N      
m8s                  hz                   mates                N      
m8s                  i                    mates                N      
m8s                  ia                   mates                N      
m8s                  ib                   mates                N      
m8s                  ic                   mates                N      
m8s                  id                   mates                N      
m8s                  ie                   mates                N      
m8s                  if                   mates                N      
m8s                  ii                   mates                N      
m8s                  ik                   mates                N      
m8s                  il                   mates                N      
m8s                  im                   mates                N      
m8s                  in                   mates                N      
m8s                  io                   mates                N      
m8s                  ip                   mates                N      
m8s                  iq                   mates                N      
m8s                  ir                   mates                N      
m8s                  is                   mates                N      
m8s                  it                   mates                N      
m8s                  iu                   mates                N      
m8s                  iv                   mates                N      
m8s                  iw                   mates                N      
m8s                  ix                   mates                N      
m8s                  j                    mates                N      
m8s                  ja                   mates                N      
m8s                  jg                   mates                N      
m8s                  ji                   mates                N      
m8s                  jo                   mates                N      
m8s                  jr                   mates                N      
m8s                  js                   mates                N      
m8s                  jt                   mates                N      
m8s                  ju                   mates                N      
m8s                  k                    mates                N      
m8s                  ka                   mates                N      
m8s                  kb                   mates                N      
m8s                  kc                   mates                N      
m8s                  kg                   mates                N      
m8s                  ki                   mates                N      
m8s                  kl                   mates                N      
m8s                  km                   mates                N      
m8s                  kn                   mates                N      
m8s                  ko                   mates                N      
m8s                  kr                   mates                N      
m8s                  ks                   mates                N      
m8s                  kt                   mates                N      
m8s                  ku                   mates                N      
m8s                  kv                   mates                N      
m8s                  kw                   mates                N      
m8s                  ky                   mates                N      
m8s                  l                    mates                N      
m8s                  la                   mates                N      
m8s                  lb                   mates                N      
m8s                  lc                   mates                N      
m8s                  ld                   mates                N      
m8s                  le                   mates                N      
m8s                  lf                   mates                N      
m8s                  lg                   mates                N      
m8s                  lh                   mates                N      
m8s                  li                   mates                N      
m8s                  ll                   mates                N      
m8s                  lm                   mates                N      
m8s                  ln                   mates                N      
m8s                  lo                   mates                N      
m8s                  lp                   mates                N      
m8s                  lr                   mates                N      
m8s                  ls                   mates                N      
m8s                  lt                   mates                N      
m8s                  lu                   mates                N      
m8s                  lv                   mates                N      
m8s                  lx                   mates                N      
m8s                  ly                   mates                N      
m8s                  m                    mates                N      
m8s                  ma                   mates                N      
m8s                  mb                   mates                N      
m8s                  mc                   mates                N      
m8s                  md                   mates                N      
m8s                  me                   mates                N      
m8s                  mf                   mates                N      
m8s                  mg                   mates                N      
m8s                  mh                   mates                N      
m8s                  mi                   mates                N      
m8s                  mk                   mates                N      
m8s                  ml                   mates                N      
m8s                  mm                   mates                N      
m8s                  mn                   mates                N      
m8s                  mo                   mates                N      
m8s                  mp                   mates                N      
m8s                  mr                   mates                N      
m8s                  ms                   mates                N      
m8s                  mt                   mates                N      
m8s                  mu                   mates                N      
m8s                  mv                   mates                N      
m8s                  mw                   mates                N      
m8s                  my                   mates                N      
m8s                  n                    mates                N      
m8s                  na                   mates                N      
m8s                  nb                   mates                N      
m8s                  nd                   mates                N      
m8s                  ne                   mates                N      
m8s                  ng                   mates                N      
m8s                  ni                   mates                N      
m8s                  nj                   mates                N      
m8s                  nl                   mates                N      
m8s                  nm                   mates                N      
m8s                  no                   mates                N      
m8s                  np                   mates                N      
m8s                  nr                   mates                N      
m8s                  ns                   mates                N      
m8s                  nt                   mates                N      
m8s                  nu                   mates                N      
m8s                  nv                   mates                N      
m8s                  nw                   mates                N      
m8s                  ny                   mates                N      
m8s                  nz                   mates                N      
m8s                  o                    mates                N      
m8s                  ob                   mates                N      
m8s                  oc                   mates                N      
m8s                  od                   mates                N      
m8s                  oe                   mates                N      
m8s                  of                   mates                N      
m8s                  og                   mates                N      
m8s                  oh                   mates                N      
m8s                  oj                   mates                N      
m8s                  ok                   mates                N      
m8s                  ol                   mates                N      
m8s                  om                   mates                N      
m8s                  on                   mates                N      
m8s                  op                   mates                N      
m8s                  or                   mates                N      
m8s                  os                   mates                N      
m8s                  ot                   mates                N      
m8s                  ow                   mates                N      
m8s                  ox                   mates                N      
m8s                  oy                   mates                N      
m8s                  oz                   mates                N      
m8s                  p                    mates                N      
m8s                  pa                   mates                N      
m8s                  pb                   mates                N      
m8s                  pc                   mates                N      
m8s                  pd                   mates                N      
m8s                  pe                   mates                N      
m8s                  pf                   mates                N      
m8s                  pg                   mates                N      
m8s                  ph                   mates                N      
m8s                  pi                   mates                N      
m8s                  pk                   mates                N      
m8s                  pl                   mates                N      
m8s                  pm                   mates                N      
m8s                  po                   mates                N      
m8s                  pp                   mates                N      
m8s                  pq                   mates                N      
m8s                  pr                   mates                N      
m8s                  ps                   mates                N      
m8s                  pt                   mates                N      
m8s                  pu                   mates                N      
m8s                  pw                   mates                N      
m8s                  px                   mates                N      
m8s                  q                    mates                N      
m8s                  qa                   mates                N      
m8s                  qc                   mates                N      
m8s                  qe                   mates                N      
m8s                  qh                   mates                N      
m8s                  qi                   mates                N      
m8s                  ql                   mates                N      
m8s                  qm                   mates                N      
m8s                  qn                   mates                N      
m8s                  qp                   mates                N      
m8s                  qr                   mates                N      
m8s                  qs                   mates                N      
m8s                  qt                   mates                N      
m8s                  qu                   mates                N      
m8s                  qv                   mates                N      
m8s                  qy                   mates                N      
m8s                  r                    mates                N      
m8s                  ra                   mates                N      
m8s                  rb                   mates                N      
m8s                  rc                   mates                N      
m8s                  rd                   mates                N      
m8s                  re                   mates                N      
m8s                  rf                   mates                N      
m8s                  rg                   mates                N      
m8s                  rh                   mates                N      
m8s                  rm                   mates                N      
m8s                  rn                   mates                N      
m8s                  ro                   mates                N      
m8s                  rp                   mates                N      
m8s                  rs                   mates                N      
m8s                  rt                   mates                N      
m8s                  ru                   mates                N      
m8s                  rv                   mates                N      
m8s                  s                    mates                N      
m8s                  sa                   mates                N      
m8s                  sb                   mates                N      
m8s                  sc                   mates                N      
m8s                  sd                   mates                N      
m8s                  se                   mates                N      
m8s                  sf                   mates                N      
m8s                  sg                   mates                N      
m8s                  sh                   mates                N      
m8s                  si                   mates                N      
m8s                  sk                   mates                N      
m8s                  sl                   mates                N      
m8s                  sm                   mates                N      
m8s                  sn                   mates                N      
m8s                  so                   mates                N      
m8s                  sp                   mates                N      
m8s                  sq                   mates                N      
m8s                  sr                   mates                N      
m8s                  ss                   mates                N      
m8s                  st                   mates                N      
m8s                  su                   mates                N      
m8s                  sv                   mates                N      
m8s                  sw                   mates                N      
m8s                  t                    mates                N      
m8s                  ta                   mates                N      
m8s                  tb                   mates                N      
m8s                  tc                   mates                N      
m8s                  td                   mates                N      
m8s                  te                   mates                N      
m8s                  tg                   mates                N      
m8s                  th                   mates                N      
m8s                  ti                   mates                N      
m8s                  tk                   mates                N      
m8s                  tm                   mates                N      
m8s                  tn                   mates                N      
m8s                  to                   mates                N      
m8s                  tp                   mates                N      
m8s                  tr                   mates                N      
m8s                  ts                   mates                N      
m8s                  tu                   mates                N      
m8s                  tv                   mates                N      
m8s                  tx                   mates                N      
m8s                  ty                   mates                N      
m8s                  u                    mates                N      
m8s                  uc                   mates                N      
m8s                  ud                   mates                N      
m8s                  ug                   mates                N      
m8s                  uh                   mates                N      
m8s                  ui                   mates                N      
m8s                  uk                   mates                N      
m8s                  ul                   mates                N      
m8s                  um                   mates                N      
m8s                  un                   mates                N      
m8s                  up                   mates                N      
m8s                  ur                   mates                N      
m8s                  us                   mates                N      
m8s                  ut                   mates                N      
m8s                  uv                   mates                N      
m8s                  ux                   mates                N      
m8s                  v                    mates                N      
m8s                  va                   mates                N      
m8s                  vb                   mates                N      
m8s                  vc                   mates                N      
m8s                  vd                   mates                N      
m8s                  vf                   mates                N      
m8s                  vg                   mates                N      
m8s                  vi                   mates                N      
m8s                  vj                   mates                N      
m8s                  vl                   mates                N      
m8s                  vm                   mates                N      
m8s                  vo                   mates                N      
m8s                  vp                   mates                N      
m8s                  vr                   mates                N      
m8s                  vs                   mates                N      
m8s                  vt                   mates                N      
m8s                  vu                   mates                N      
m8s                  vv                   mates                N      
m8s                  w                    mates                N      
m8s                  wa                   mates                N      
m8s                  wb                   mates                N      
m8s                  wc                   mates                N      
m8s                  wd                   mates                N      
m8s                  we                   mates                N      
m8s                  wf                   mates                N      
m8s                  wg                   mates                N      
m8s                  wh                   mates                N      
m8s                  wi                   mates                N      
m8s                  wk                   mates                N      
m8s                  wl                   mates                N      
m8s                  wm                   mates                N      
m8s                  wo                   mates                N      
m8s                  wr                   mates                N      
m8s                  ws                   mates                N      
m8s                  wt                   mates                N      
m8s                  wu                   mates                N      
m8s                  wv                   mates                N      
m8s                  wy                   mates                N      
m8s                  x                    mates                N      
m8s                  xc                   mates                N      
m8s                  xd                   mates                N      
m8s                  xi                   mates                N      
m8s                  xl                   mates                N      
m8s                  xp                   mates                N      
m8s                  xr                   mates                N      
m8s                  xs                   mates                N      
m8s                  xu                   mates                N      
m8s                  xv                   mates                N      
m8s                  xw                   mates                N      
m8s                  xx                   mates                N      
m8s                  y                    mates                N      
m8s                  ya                   mates                N      
m8s                  yb                   mates                N      
m8s                  yd                   mates                N      
m8s                  ye                   mates                N      
m8s                  yi                   mates                N      
m8s                  ym                   mates                N      
m8s                  yn                   mates                N      
m8s                  yo                   mates                N      
m8s                  yr                   mates                N      
m8s                  ys                   mates                N      
m8s                  yt                   mates                N      
m8s                  z                    mates                N      
m8s                  za                   mates                N      
m8s                  zb                   mates                N      
m8s                  zn                   mates                N      
m8s                  zo                   mates                N      
m8s                  zr                   mates                N      
m8s                  zs                   mates                N      
m8s                  zx                   mates                N      
maek                 mae                  make                 N      
maf                  a                    maths                N      
maf                  aa                   maths                N      
maf                  ab                   maths                N      
maf                  ac                   maths                N      
maf                  ad                   maths                N      
maf                  ae                   maths                N      
maf                  af                   maths                N      
maf                  ag                   maths                N      
maf                  ah                   maths                N      
maf                  ai                   maths                N      
maf                  ak                   maths                N      
maf                  al                   maths                N      
maf                  am                   maths                N      
maf                  an                   maths                N      
maf                  ao                   maths                N      
maf                  ap                   maths                N      
maf                  aq                   maths                N      
maf                  ar                   maths                N      
maf                  as                   maths                N      
maf                  at                   maths                N      
maf                  au                   maths                N      
maf                  av                   maths                N      
maf                  aw                   maths                N      
maf                  ax                   maths                N      
maf                  ay                   maths                N      
maf                  az                   maths                N      
maf                  b                    maths                N      
maf                  ba                   maths                N      
maf                  bb                   maths                N      
maf                  bc                   maths                N      
maf                  bd                   maths                N      
maf                  be                   maths                N      
maf                  bf                   maths                N      
maf                  bg                   maths                N      
maf                  bi                   maths                N      
maf                  bk                   maths                N      
maf                  bl                   maths                N      
maf                  bm                   maths                N      
maf                  bn                   maths                N      
maf                  bo                   maths                N      
maf                  bp                   maths                N      
maf                  br                   maths                N      
maf                  bs                   maths                N      
maf                  bt                   maths                N      
maf                  bu                   maths                N      
maf                  bv                   maths                N      
maf                  bx                   maths                N      
maf                  by                   maths                N      
maf                  bz                   maths                N      
maf                  c                    maths                N      
maf                  ca                   maths                N      
maf                  caf                  maths                N      
maf                  cb                   maths                N      
maf                  cc                   maths                N      
maf                  cd                   maths                N      
maf                  ce                   maths                N      
maf                  cf                   maths                N      
maf                  cg                   maths                N      
maf                  ch                   maths                N      
maf                  ci                   maths                N      
maf                  ck                   maths                N      
maf                  cl                   maths                N      
maf                  cm                   maths                N      
maf                  co                   maths                N      
maf                  cp                   maths                N      
maf                  cq                   maths                N      
maf                  cr                   maths                N      
maf                  cs                   maths                N      
maf                  ct                   maths                N      
maf                  cu                   maths                N      
maf                  cv                   maths                N      
maf                  cw                   maths                N      
maf                  cy                   maths                N      
maf                  d                    maths                N      
maf                  da                   maths                N      
maf                  db                   maths                N      
maf                  dc                   maths                N      
maf                  dd                   maths                N      
maf                  de                   maths                N      
maf                  dg                   maths                N      
maf                  di                   maths                N      
maf                  dj                   maths                N      
maf                  dk                   maths                N      
maf                  dl                   maths                N      
maf                  dm                   maths                N      
maf                  dn                   maths                N      
maf                  do                   maths                N      
maf                  dp                   maths                N      
maf                  dr                   maths                N      
maf                  ds                   maths                N      
maf                  dt                   maths                N      
maf                  du                   maths                N      
maf                  dx                   maths                N      
maf                  dy                   maths                N      
maf                  dz                   maths                N      
maf                  e                    maths                N      
maf                  ea                   maths                N      
maf                  eb                   maths                N      
maf                  ec                   maths                N      
maf                  ed                   maths                N      
maf                  ee                   maths                N      
maf                  ef                   maths                N      
maf                  eg                   maths                N      
maf                  eh                   maths                N      
maf                  el                   maths                N      
maf                  em                   maths                N      
maf                  en                   maths                N      
maf                  eo                   maths                N      
maf                  ep                   maths                N      
maf                  eq                   maths                N      
maf                  er                   maths                N      
maf                  es                   maths                N      
maf                  et                   maths                N      
maf                  eu                   maths                N      
maf                  ev                   maths                N      
maf                  ew                   maths                N      
maf                  ex                   maths                N      
maf                  ey                   maths                N      
maf                  f                    maths                N      
maf                  fa                   maths                N      
maf                  fb                   maths                N      
maf                  fc                   maths                N      
maf                  fe                   maths                N      
maf                  ff                   maths                N      
maf                  fg                   maths                N      
maf                  fi                   maths                N      
maf                  fl                   maths                N      
maf                  fm                   maths                N      
maf                  fn                   maths                N      
maf                  fo                   maths                N      
maf                  fp                   maths                N      
maf                  fr                   maths                N      
maf                  fs                   maths                N      
maf                  ft                   maths                N      
maf                  fu                   maths                N      
maf                  fv                   maths                N      
maf                  fw                   maths                N      
maf                  fx                   maths                N      
maf                  fy                   maths                N      
maf                  fz                   maths                N      
maf                  g                    maths                N      
maf                  ga                   maths                N      
maf                  gb                   maths                N      
maf                  gd                   maths                N      
maf                  ge                   maths                N      
maf                  gi                   maths                N      
maf                  gl                   maths                N      
maf                  gm                   maths                N      
maf                  gn                   maths                N      
maf                  go                   maths                N      
maf                  gp                   maths                N      
maf                  gr                   maths                N      
maf                  gs                   maths                N      
maf                  gt                   maths                N      
maf                  gu                   maths                N      
maf                  gv                   maths                N      
maf                  gw                   maths                N      
maf                  h                    maths                N      
maf                  ha                   maths                N      
maf                  haf                  maths                N      
maf                  hb                   maths                N      
maf                  hd                   maths                N      
maf                  he                   maths                N      
maf                  hf                   maths                N      
maf                  hg                   maths                N      
maf                  hi                   maths                N      
maf                  hl                   maths                N      
maf                  hm                   maths                N      
maf                  ho                   maths                N      
maf                  hp                   maths                N      
maf                  hq                   maths                N      
maf                  hr                   maths                N      
maf                  hs                   maths                N      
maf                  ht                   maths                N      
maf                  hu                   maths                N      
maf                  hv                   maths                N      
maf                  hw                   maths                N      
maf                  hy                   maths                N      
maf                  hz                   maths                N      
maf                  i                    maths                N      
maf                  ia                   maths                N      
maf                  ib                   maths                N      
maf                  ic                   maths                N      
maf                  id                   maths                N      
maf                  ie                   maths                N      
maf                  if                   maths                N      
maf                  ii                   maths                N      
maf                  ik                   maths                N      
maf                  il                   maths                N      
maf                  im                   maths                N      
maf                  in                   maths                N      
maf                  io                   maths                N      
maf                  ip                   maths                N      
maf                  iq                   maths                N      
maf                  ir                   maths                N      
maf                  is                   maths                N      
maf                  it                   maths                N      
maf                  iu                   maths                N      
maf                  iv                   maths                N      
maf                  iw                   maths                N      
maf                  ix                   maths                N      
maf                  j                    maths                N      
maf                  ja                   maths                N      
maf                  jg                   maths                N      
maf                  ji                   maths                N      
maf                  jo                   maths                N      
maf                  jr                   maths                N      
maf                  js                   maths                N      
maf                  jt                   maths                N      
maf                  ju                   maths                N      
maf                  k                    maths                N      
maf                  ka                   maths                N      
maf                  kaf                  maths                N      
maf                  kb                   maths                N      
maf                  kc                   maths                N      
maf                  kg                   maths                N      
maf                  ki                   maths                N      
maf                  kl                   maths                N      
maf                  km                   maths                N      
maf                  kn                   maths                N      
maf                  ko                   maths                N      
maf                  kr                   maths                N      
maf                  ks                   maths                N      
maf                  kt                   maths                N      
maf                  ku                   maths                N      
